Medium, VariantID, Image, isDefault, Name, Frames, ProductID, MPN, Price, Dimensions, FrameDescription
Giclee Print,100924,http://www.reparteegallery.com/images/variant/large/DP500923FD.jpg,0,Black Lamb Frame D, REP131118,41637,DP500923FD,379.9500, 32 X 42,1 3/4 X 5 1/4 Vandyke
Giclee Print on Plaque,100946,http://www.reparteegallery.com/images/variant/large/DP500154.jpg,1,Greatest Of All,,41643,DP500154,49.9900,10 X 13,
Giclee Print,100947,http://www.reparteegallery.com/images/variant/large/DP500375.jpg,1,Greatest Of All,,41645,DP500375,24.9500,11 X 14,
Giclee Print,100952,http://www.reparteegallery.com/images/variant/large/DP500375FA.jpg,0,Greatest Of All Frame A, REP133002,41645,DP500375FA,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,100953,http://www.reparteegallery.com/images/variant/large/DP500375FB.jpg,0,Greatest Of All Frame B, REP133111,41645,DP500375FB,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,100954,http://www.reparteegallery.com/images/variant/large/DP500375FC.jpg,0,Greatest Of All Frame C, REP133115,41645,DP500375FC,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish:  White
Giclee Print,100955,http://www.reparteegallery.com/images/variant/large/DP500375FD.jpg,0,Greatest Of All Frame D, REP133118,41645,DP500375FD,124.9500, 17 X 20,1 1/4 X 3 1/4 Finish:  Vandyke
Giclee Print,100948,http://www.reparteegallery.com/images/variant/large/DP500627.jpg,1,Greatest Of All,,41646,DP500627,34.9500,12 X 18,
Giclee Print,100959,http://www.reparteegallery.com/images/variant/large/DP500627FD.jpg,0,Greatest Of All Frame D, REP133118,41646,DP500627FD,49.9500, 12 X 18,1 1/4 X 3 1/4 Finish:  Vandyke
Giclee Print,100956,http://www.reparteegallery.com/images/variant/large/DP500627FA.jpg,0,Greatest Of All Frame A, REP133002,41646,DP500627FA,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,100957,http://www.reparteegallery.com/images/variant/large/DP500627FB.jpg,0,Greatest Of All Frame B, REP133111,41646,DP500627FB,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,100958,http://www.reparteegallery.com/images/variant/large/DP500627FC.jpg,0,Greatest Of All Frame C, REP133115,41646,DP500627FC,159.9500, 19 X 25,1 1/4 X 3 1/4 Finish:  White
Giclee Print,100949,http://www.reparteegallery.com/images/variant/large/DP500780.jpg,1,Greatest Of All,,41647,DP500780,44.9500,14 X 21,
Giclee Print,100960,http://www.reparteegallery.com/images/variant/large/DP500780FA.jpg,0,Greatest Of All Frame A, REP140002,41647,DP500780FA,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Classic Black
Giclee Print,100961,http://www.reparteegallery.com/images/variant/large/DP500780FB.jpg,0,Greatest Of All Frame B, REP140111,41647,DP500780FB,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Cappuccino
Giclee Print,100962,http://www.reparteegallery.com/images/variant/large/DP500780FC.jpg,0,Greatest Of All Frame C, REP140115,41647,DP500780FC,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  White
Giclee Print,100963,http://www.reparteegallery.com/images/variant/large/DP500780FD.jpg,0,Greatest Of All Frame D, REP140118,41647,DP500780FD,209.9500, 22 X 29,1 1/4 X 4 1/4 Finish:  Vandyke
Giclee Print,100950,http://www.reparteegallery.com/images/variant/large/DP500928.jpg,1,Greatest Of All,,41648,DP500928,120.0000,20 X 30,
Giclee Print,100964,http://www.reparteegallery.com/images/variant/large/DP500928FA.jpg,0,Greatest Of All Frame A, REP131002,41648,DP500928FA,379.9500, 32 X 42,1 3/4 X 5 1/4 Classic Black
Giclee Print,100965,http://www.reparteegallery.com/images/variant/large/DP500928FB.jpg,0,Greatest Of All Frame B, REP131111,41648,DP500928FB,379.9500, 32 X 42,1 3/4 X 5 1/4 Cappuccino
Giclee Print,100966,http://www.reparteegallery.com/images/variant/large/DP500928FC.jpg,0,Greatest Of All Frame C, REP131115,41648,DP500928FC,379.9500, 32 X 42,1 3/4 X 5 1/4 White
Giclee Print,100967,http://www.reparteegallery.com/images/variant/large/DP500928FD.jpg,0,Greatest Of All Frame D, REP131118,41648,DP500928FD,379.9500, 32 X 42,1 3/4 X 5 1/4 Vandyke
Giclee Print on Plaque,100973,http://www.reparteegallery.com/images/variant/large/DP501132.jpg,1,Fisher Of Men,,41654,DP501132,49.9900,13 X 10,
Giclee Print,100974,http://www.reparteegallery.com/images/variant/large/DP501133.jpg,1,Fisher Of Men,,41656,DP501133,24.9500,14 X 11,
Giclee Print,113369,http://www.reparteegallery.com/images/variant/large/DP501133FE.jpg,0,Fisher Of Men Frame E, TPM13-592,41656,DP501133FE,74.9500, 20 3/4 X 17 3/4,1 X 3 1/2 Boltched Dark Brown
Giclee Print,100995,http://www.reparteegallery.com/images/variant/large/DP501133FA.jpg,0,Fisher Of Men Frame A, REP133002,41656,DP501133FA,124.9500, 20 X 17,1 1/4 X 3 1/4 Finish: Classic Black
Giclee Print,100996,http://www.reparteegallery.com/images/variant/large/DP501133FB.jpg,0,Fisher Of Men Frame B, REP133111,41656,DP501133FB,124.9500, 20 X 17,1 1/4 X 3 1/4 Finish:  Cappuccino
Giclee Print,100997,http://www.reparteegallery.com/images/variant/large/DP501133FC.jpg,0,Fisher Of Men Frame C, REP133115,41656,DP501133FC,124.9500, 20 X 17,1 1/4 X 3 1/4 Finish:  White
